episode,total_reward,avg_reward_per_decision,epsilon
658,-232650.0,-2134.4037,0.1385
659,-272061.0,-2615.9712,0.1381
660,-219383.0,-2050.3084,0.1377
661,-234866.0,-2135.1455,0.1372
662,-245120.0,-2334.4762,0.1368
663,-234448.0,-2131.3455,0.1364
664,-249429.0,-2309.5278,0.136
665,-247577.0,-2313.8037,0.1356
666,-225406.0,-2106.5981,0.1352
667,-236634.0,-2170.9541,0.1348
668,-210664.0,-1897.8739,0.1344
669,-218244.0,-2002.2385,0.134
670,-221500.0,-2089.6226,0.1336
671,-235044.0,-2217.3962,0.1332
672,-227629.0,-2050.7117,0.1328
673,-224069.0,-2154.5096,0.1324
674,-215739.0,-1892.4474,0.132
675,-238201.0,-2145.955,0.1316
676,-210205.0,-1964.5327,0.1312
677,-229852.0,-2128.2593,0.1308
678,-230608.0,-2238.9126,0.1304
679,-227250.0,-1976.087,0.13
680,-227668.0,-2051.0631,0.1296
681,-259400.0,-2447.1698,0.1292
682,-231165.0,-2222.7404,0.1289
683,-219498.0,-1995.4364,0.1285
684,-242218.0,-2263.7196,0.1281
685,-214526.0,-1950.2364,0.1277
686,-221164.0,-2029.0275,0.1273
687,-259850.0,-2362.2727,0.1269
688,-229886.0,-2071.045,0.1266
689,-230815.0,-2098.3182,0.1262
690,-233900.0,-2016.3793,0.1258
691,-216822.0,-2007.6111,0.1254
692,-223709.0,-1979.7257,0.125
693,-243509.0,-2254.713,0.1247
694,-247518.0,-2357.3143,0.1243
695,-265448.0,-2457.8519,0.1239
696,-233582.0,-2245.9808,0.1235
697,-223612.0,-2032.8364,0.1232
698,-233821.0,-2125.6455,0.1228
699,-224651.0,-2005.8125,0.1224
700,-218570.0,-2005.2294,0.1221
701,-204322.0,-1857.4727,0.1217
702,-235946.0,-2205.1028,0.1213
